VERSION,2,DATE,20160111
資訊通信,電腦買賣及維修,電腦-維修,CHYP,19JC04
資訊通信,網際網路服務供應,網際網路服務,CHYP,19BC02
資訊通信,網際網路服務供應,網際網路服務供應業(ＩＳＰ),CHYP,19BC03
資訊通信,通信工程及器材,通信產品-買賣,CHYP,19DC02
資訊通信,通信工程及器材,通信產品-維修,CHYP,19DC03
資訊通信,電腦軟體,電腦軟體-多媒體光碟,CHYP,19HC02
資訊通信,電腦軟體,電腦軟體-防毒,CHYP,19HC03
資訊通信,電腦軟體,電腦軟體-套裝,CHYP,19HC04
資訊通信,電腦軟體,電腦軟體-益智娛樂,CHYP,19HC05
資訊通信,電腦軟體,電腦軟體-教學,CHYP,19HC06
資訊通信,電腦軟體,電腦軟體-買賣,CHYP,19HC07
資訊通信,電腦週邊設備耗材,電腦配件及耗材-買賣,CHYP,19IC01
資訊通信,電腦週邊設備耗材,電腦輸出入週邊設備-買賣,CHYP,19IC02
資訊通信,電腦資訊服務,資訊服務,CHYP,19KC01
資訊通信,電腦資訊服務,電腦化諮詢服務,CHYP,19KC02
資訊通信,電話機及交換系統,電話機,CHYP,19LC03
農林漁牧,畜牧業,飼料-買賣,CHYP,20CC01
農林漁牧,農業,種子及植物苗-零售,CHYP,20EC02
農林漁牧,農業,肥料-零售,CHYP,20EC01
化學工業,瓦斯業,瓦斯業,CHYP,22DC00
化學工業,玻璃,玻璃-買賣,CHYP,22FC01
化學工業,塗料染料,油漆、塗料-零售,CHYP,22LC01
金屬工業,金屬工具,刀、剪-零售,CHYP,24BC01
金屬工業,五金製品,小五金-零售,CHYP,24DC01
金屬工業,五金製品,五金製品-零售,CHYP,24DC02
生命禮儀,殯儀服務,喪葬服務,CHYP,26AC01
生命禮儀,殯儀服務,電子花車,CHYP,26AC02
生命禮儀,殯儀服務,殯儀館,CHYP,26AC04
生命禮儀,殯儀用品,香燭紙料,CHYP,26BC03
生命禮儀,殯儀用品,壽材店,CHYP,26BC05
生命禮儀,殯儀用品,殯儀用品供應,CHYP,26BC06
生命禮儀,墓園及墓地,墓地及石碑業,CHYP,26CC02
生命禮儀,墓園及墓地,墓園,CHYP,26CC03
